,date,USDSGD,USDCNY,USDEUR,USDGBP,USDCHF,USDJPY,USDGOLD,USDAUD,USDBRL,USDCAD,USDHKD,USDINR,USDNOK,USDTRY,USDNZD,USDMXN,USDRUB,USDSEK,USDKRW,USDPNL,USDZAR,USDARS
0,29/04/2013 00:00,1.234,6.165,0.764,0.645,0.937,97.865,1466.5,0.967,2.006,1.012,7.761,54.185,5.812,1.795,1.169,12.2,30.941,6.537,1104.15,3.161,8.992,5.181
1,30/04/2013 00:00,1.232,6.165,0.759,0.644,0.929,97.375,1471.3,0.965,2.002,1.007,7.76,53.62,5.77,1.792,1.168,12.139,31.117,6.489,1100.65,3.162,8.976,5.189
2,01/05/2013 00:00,1.233,6.165,0.758,0.643,0.927,97.315,1446.2,0.973,2.002,1.008,7.76,53.695,5.771,1.793,1.176,12.202,31.341,6.47,1099.15,3.157,9.026,5.189
3,02/05/2013 00:00,1.235,6.156,0.766,0.644,0.935,97.905,1467.3,0.976,2.008,1.011,7.76,53.83,5.802,1.793,1.177,12.174,31.183,6.537,1101.15,3.165,8.953,5.189
4,03/05/2013 00:00,1.233,6.156,0.762,0.642,0.935,99.025,1465.0,0.969,2.009,1.008,7.759,53.78,5.802,1.795,1.172,12.074,31.055,6.481,1096.9,3.16,8.91,5.199
5,06/05/2013 00:00,1.231,6.167,0.765,0.643,0.938,99.315,1468.7,0.975,2.01,1.007,7.76,54.125,5.839,1.797,1.174,12.108,31.037,6.549,1095.25,3.174,8.994,5.206
6,07/05/2013 00:00,1.232,6.154,0.765,0.646,0.94,98.945,1451.0,0.982,2.006,1.004,7.761,54.05,5.845,1.797,1.184,12.024,31.073,6.528,1087.15,3.166,9.036,5.209
7,08/05/2013 00:00,1.228,6.141,0.76,0.644,0.935,98.925,1473.6,0.983,2.004,1.003,7.76,54.085,5.75,1.791,1.189,11.98,31.138,6.502,1083.4,3.14,9.008,5.214
8,09/05/2013 00:00,1.234,6.131,0.767,0.647,0.948,100.655,1468.6,0.991,2.014,1.007,7.76,54.64,5.781,1.798,1.191,11.99,31.206,6.551,1096.6,3.166,9.021,5.219
9,10/05/2013 00:00,1.24,6.142,0.77,0.651,0.958,101.635,1436.2,0.997,2.019,1.01,7.761,54.79,5.788,1.802,1.205,12.083,31.375,6.572,1110.4,3.189,9.123,5.229
10,13/05/2013 00:00,1.241,6.147,0.771,0.654,0.957,101.715,1435.2,1.004,2.009,1.011,7.762,54.79,5.799,1.811,1.212,12.163,31.345,6.605,1115.55,3.206,9.153,5.233
11,14/05/2013 00:00,1.243,6.143,0.773,0.657,0.966,102.295,1426.2,1.011,2.019,1.018,7.762,54.79,5.833,1.816,1.218,12.194,31.377,6.669,1113.9,3.221,9.242,5.236
12,15/05/2013 00:00,1.247,6.146,0.776,0.657,0.966,102.275,1395.7,1.012,2.023,1.017,7.762,54.79,5.849,1.823,1.216,12.215,31.467,6.673,1118.15,3.247,9.258,5.233
13,16/05/2013 00:00,1.251,6.149,0.776,0.655,0.964,102.215,1386.5,1.018,2.026,1.018,7.764,54.81,5.833,1.824,1.224,12.278,31.424,6.667,1115.15,3.246,9.325,5.231
14,17/05/2013 00:00,1.258,6.141,0.779,0.659,0.972,103.245,1361.1,1.028,2.035,1.028,7.763,55.16,5.853,1.839,1.24,12.346,31.407,6.687,1121.95,3.25,9.405,5.236
15,20/05/2013 00:00,1.254,6.139,0.776,0.655,0.967,102.265,1381.6,1.019,2.039,1.024,7.762,54.99,5.834,1.843,1.223,12.296,31.206,6.655,1115.4,3.249,9.444,5.244
16,21/05/2013 00:00,1.26,6.136,0.775,0.66,0.97,102.525,1378.2,1.02,2.037,1.027,7.761,55.385,5.793,1.841,1.224,12.334,31.233,6.616,1114.25,3.24,9.548,5.246
17,22/05/2013 00:00,1.267,6.131,0.778,0.665,0.979,103.125,1370.9,1.032,2.049,1.037,7.761,55.82,5.821,1.849,1.24,12.428,31.406,6.643,1121.4,3.258,9.581,5.257
18,23/05/2013 00:00,1.264,6.134,0.773,0.662,0.969,101.955,1392.0,1.027,2.044,1.03,7.763,55.74,5.832,1.845,1.23,12.393,31.442,6.649,1124.5,3.248,9.54,5.261
19,24/05/2013 00:00,1.265,6.132,0.773,0.661,0.962,101.25,1391.6,1.036,2.052,1.031,7.764,55.79,5.838,1.847,1.236,12.537,31.33,6.647,1128.0,3.245,9.577,5.264
20,27/05/2013 00:00,1.261,6.121,0.773,0.662,0.963,101.065,1393.1,1.037,2.057,1.034,7.764,55.615,5.849,1.845,1.236,12.462,31.421,6.644,1122.15,3.246,9.611,5.266
21,28/05/2013 00:00,1.271,6.122,0.778,0.665,0.977,102.275,1388.0,1.041,2.073,1.04,7.764,56.13,5.896,1.86,1.237,12.633,31.533,6.723,1131.75,3.271,9.775,5.271
22,29/05/2013 00:00,1.266,6.127,0.773,0.661,0.962,101.115,1379.6,1.038,2.11,1.035,7.764,56.27,5.895,1.861,1.234,12.647,31.633,6.652,1132.15,3.279,9.824,5.276
23,30/05/2013 00:00,1.258,6.131,0.766,0.656,0.953,100.745,1412.3,1.035,2.11,1.029,7.764,56.615,5.827,1.876,1.238,12.779,31.711,6.559,1126.65,3.278,10.043,5.28
24,31/05/2013 00:00,1.264,6.135,0.769,0.658,0.955,100.425,1390.9,1.047,2.143,1.037,7.763,56.66,5.874,1.876,1.258,12.816,31.912,6.621,1132.4,3.289,10.093,5.284
25,03/06/2013 00:00,1.252,6.132,0.765,0.653,0.947,99.445,1413.3,1.024,2.124,1.028,7.763,56.43,5.806,1.882,1.235,12.744,31.821,6.541,1119.65,3.252,9.825,5.285
26,04/06/2013 00:00,1.253,6.129,0.764,0.653,0.947,100.005,1398.0,1.036,2.126,1.034,7.761,56.515,5.807,1.876,1.247,12.703,31.917,6.56,1123.9,3.239,9.826,5.292
27,05/06/2013 00:00,1.25,6.128,0.764,0.649,0.942,99.175,1399.6,1.048,2.129,1.034,7.761,57.025,5.812,1.889,1.254,12.861,32.196,6.589,1120.4,3.275,10.002,5.29
28,06/06/2013 00:00,1.245,6.136,0.755,0.641,0.93,97.405,1413.1,1.045,2.13,1.027,7.762,56.74,5.749,1.893,1.252,12.795,32.099,6.548,1112.15,3.247,9.868,5.301
29,07/06/2013 00:00,1.247,6.134,0.757,0.643,0.936,97.555,1382.6,1.051,2.134,1.02,7.763,57.265,5.769,1.873,1.268,12.772,32.207,6.565,1122.75,3.208,9.962,5.301
30,10/06/2013 00:00,1.258,6.134,0.754,0.642,0.934,98.865,1386.4,1.056,2.148,1.02,7.764,58.18,5.76,1.901,1.265,12.909,32.201,6.578,1129.4,3.223,10.182,5.304
31,11/06/2013 00:00,1.255,6.134,0.751,0.639,0.924,96.135,1379.0,1.06,2.132,1.019,7.765,58.045,5.778,1.891,1.27,12.824,32.397,6.55,1129.9,3.21,10.072,5.311
32,12/06/2013 00:00,1.256,6.134,0.75,0.638,0.921,95.835,1391.7,1.055,2.153,1.021,7.765,57.975,5.757,1.875,1.257,12.933,32.224,6.512,1132.6,3.195,10.111,5.319
33,13/06/2013 00:00,1.25,6.134,0.748,0.636,0.922,95.635,1378.0,1.036,2.122,1.015,7.765,57.78,5.739,1.861,1.234,12.615,32.107,6.476,1126.0,3.161,9.863,5.326
34,14/06/2013 00:00,1.252,6.131,0.749,0.637,0.921,93.68,1387.0,1.044,2.151,1.017,7.761,57.665,5.725,1.859,1.242,12.711,31.807,6.437,1129.65,3.18,9.945,5.331
35,17/06/2013 00:00,1.255,6.125,0.748,0.636,0.923,94.655,1382.7,1.047,2.171,1.019,7.76,58.215,5.729,1.874,1.249,12.827,31.8,6.464,1128.7,3.166,9.989,5.338
36,18/06/2013 00:00,1.262,6.129,0.746,0.639,0.92,95.365,1367.0,1.054,2.183,1.022,7.758,58.795,5.733,1.887,1.251,12.906,32.012,6.444,1132.0,3.182,10.01,5.338
37,19/06/2013 00:00,1.268,6.127,0.752,0.646,0.928,96.395,1372.0,1.077,2.228,1.027,7.757,59.55,5.778,1.906,1.269,13.225,32.551,6.458,1139.75,3.225,10.192,5.348
38,20/06/2013 00:00,1.275,6.128,0.756,0.645,0.927,97.245,1284.1,1.086,2.258,1.038,7.754,59.975,6.003,1.938,1.288,13.361,32.765,6.562,1154.25,3.285,10.221,5.348
39,21/06/2013 00:00,1.276,6.133,0.762,0.648,0.935,97.885,1294.3,1.085,2.244,1.045,7.758,59.64,6.065,1.939,1.29,13.308,32.877,6.669,1156.1,3.313,10.16,5.348
40,24/06/2013 00:00,1.276,6.145,0.762,0.648,0.933,97.665,1275.7,1.081,2.227,1.05,7.758,59.75,6.132,1.946,1.29,13.289,32.901,6.759,1159.65,3.302,10.072,5.361
41,25/06/2013 00:00,1.269,6.145,0.764,0.648,0.938,97.965,1276.1,1.081,2.213,1.051,7.758,59.515,6.089,1.932,1.292,13.235,32.82,6.709,1153.4,3.31,10.101,5.361
42,26/06/2013 00:00,1.274,6.147,0.769,0.653,0.943,97.815,1230.5,1.078,2.187,1.047,7.759,60.635,6.107,1.935,1.285,13.161,32.991,6.736,1153.65,3.337,10.101,5.37
43,27/06/2013 00:00,1.267,6.149,0.767,0.655,0.945,98.425,1209.3,1.077,2.198,1.048,7.758,60.015,6.047,1.92,1.283,13.008,32.82,6.739,1143.4,3.315,9.936,5.376
44,28/06/2013 00:00,1.267,6.138,0.768,0.657,0.945,99.315,1215.0,1.094,2.231,1.051,7.756,59.64,6.075,1.929,1.291,12.948,32.822,6.702,1143.15,3.324,9.878,5.386
45,01/07/2013 00:00,1.264,6.133,0.765,0.657,0.945,99.625,1255.7,1.082,2.229,1.049,7.755,59.35,6.104,1.924,1.278,12.953,33.004,6.678,1133.65,3.314,9.925,5.391
46,02/07/2013 00:00,1.272,6.133,0.771,0.66,0.951,100.625,1244.9,1.094,2.255,1.055,7.753,59.86,6.113,1.935,1.29,13.047,33.189,6.718,1138.65,3.346,9.997,5.391
47,03/07/2013 00:00,1.274,6.131,0.769,0.654,0.947,99.965,1248.5,1.101,2.269,1.05,7.754,60.225,6.109,1.946,1.287,12.952,33.107,6.687,1141.15,3.309,10.08,5.396
48,04/07/2013 00:00,1.273,6.126,0.775,0.663,0.956,100.075,1249.4,1.094,2.25,1.052,7.754,60.085,6.106,1.943,1.278,12.917,33.376,6.68,1136.9,3.308,10.035,5.396
49,05/07/2013 00:00,1.28,6.133,0.78,0.671,0.964,101.205,1214.4,1.103,2.253,1.058,7.755,61.04,6.254,1.968,1.297,13.078,33.466,6.807,1152.5,3.354,10.206,5.404
50,08/07/2013 00:00,1.279,6.134,0.777,0.669,0.963,100.945,1235.0,1.096,2.265,1.056,7.755,60.155,6.147,1.947,1.282,12.89,33.206,6.782,1146.15,3.356,10.163,5.408
51,09/07/2013 00:00,1.278,6.13,0.782,0.673,0.973,101.105,1247.8,1.09,2.257,1.053,7.757,60.05,6.18,1.94,1.274,12.906,33.006,6.8,1142.15,3.381,10.028,5.408
52,10/07/2013 00:00,1.27,6.134,0.769,0.665,0.955,99.715,1252.6,1.084,2.265,1.043,7.757,59.995,6.067,1.939,1.266,12.836,32.904,6.691,1132.15,3.324,9.956,5.414
53,11/07/2013 00:00,1.258,6.135,0.764,0.659,0.947,99.005,1280.4,1.089,2.255,1.037,7.757,59.805,6.054,1.953,1.274,12.805,32.52,6.659,1121.65,3.296,9.971,5.416
54,12/07/2013 00:00,1.261,6.138,0.765,0.662,0.946,99.24,1277.0,1.106,2.267,1.039,7.758,59.94,6.066,1.954,1.285,12.816,32.631,6.681,1122.65,3.286,9.983,5.425
55,15/07/2013 00:00,1.263,6.138,0.766,0.662,0.948,99.905,1283.4,1.099,2.219,1.043,7.759,59.12,6.064,1.935,1.279,12.663,32.609,6.678,1121.65,3.282,9.883,5.429
56,16/07/2013 00:00,1.259,6.135,0.76,0.66,0.94,99.125,1291.1,1.082,2.252,1.037,7.758,58.93,5.992,1.921,1.267,12.623,32.381,6.589,1115.4,3.233,9.862,5.434
57,17/07/2013 00:00,1.261,6.135,0.762,0.657,0.941,99.565,1272.9,1.082,2.223,1.04,7.758,59.295,5.99,1.911,1.264,12.475,32.272,6.569,1118.65,3.237,9.82,5.439
58,18/07/2013 00:00,1.267,6.141,0.763,0.657,0.944,100.505,1284.9,1.09,2.225,1.038,7.758,59.71,5.979,1.921,1.266,12.513,32.48,6.569,1124.9,3.235,9.928,5.449
59,19/07/2013 00:00,1.266,6.138,0.761,0.655,0.941,100.625,1290.7,1.089,2.245,1.037,7.758,59.445,5.971,1.92,1.261,12.538,32.373,6.524,1120.0,3.225,9.871,5.461
60,22/07/2013 00:00,1.261,6.141,0.758,0.651,0.936,99.575,1332.2,1.081,2.233,1.034,7.758,59.385,5.937,1.913,1.254,12.509,32.349,6.49,1116.65,3.194,9.81,5.461
61,23/07/2013 00:00,1.264,6.137,0.756,0.651,0.935,99.475,1336.9,1.076,2.219,1.029,7.758,59.395,5.876,1.901,1.251,12.493,32.295,6.448,1116.15,3.179,9.681,5.46
62,24/07/2013 00:00,1.268,6.136,0.758,0.653,0.937,100.245,1318.6,1.091,2.249,1.031,7.758,59.295,5.926,1.921,1.253,12.606,32.483,6.507,1119.75,3.204,9.771,5.461
63,25/07/2013 00:00,1.265,6.135,0.753,0.65,0.93,99.255,1326.0,1.082,2.243,1.028,7.758,58.925,5.904,1.922,1.24,12.612,32.549,6.481,1115.15,3.183,9.725,5.479
64,26/07/2013 00:00,1.262,6.132,0.753,0.65,0.928,98.265,1324.7,1.079,2.255,1.028,7.757,58.975,5.909,1.925,1.237,12.673,32.801,6.461,1111.5,3.188,9.778,5.48
65,29/07/2013 00:00,1.266,6.133,0.754,0.652,0.931,97.935,1330.7,1.087,2.268,1.026,7.757,59.565,5.937,1.928,1.244,12.76,32.797,6.482,1112.15,3.171,9.787,5.491
66,30/07/2013 00:00,1.271,6.132,0.754,0.656,0.93,97.985,1324.6,1.103,2.282,1.031,7.755,60.915,5.931,1.923,1.252,12.765,32.971,6.555,1116.4,3.19,9.802,5.498
67,31/07/2013 00:00,1.271,6.129,0.752,0.658,0.926,97.795,1310.7,1.118,2.276,1.027,7.756,60.605,5.897,1.934,1.254,12.745,32.959,6.515,1119.5,3.198,9.865,5.506
68,01/08/2013 00:00,1.277,6.131,0.757,0.661,0.937,99.515,1311.5,1.12,2.305,1.035,7.756,60.605,5.946,1.946,1.266,12.841,33.085,6.603,1126.75,3.226,9.976,5.508
69,02/08/2013 00:00,1.272,6.13,0.753,0.654,0.929,98.95,1312.6,1.123,2.289,1.039,7.756,60.94,5.944,1.926,1.276,12.663,32.899,6.607,1119.5,3.188,9.835,5.516
70,05/08/2013 00:00,1.268,6.125,0.754,0.651,0.927,98.265,1302.4,1.119,2.306,1.036,7.757,61.075,5.916,1.93,1.273,12.639,32.849,6.578,1115.65,3.176,9.844,5.522
71,06/08/2013 00:00,1.267,6.122,0.752,0.651,0.926,97.755,1283.1,1.113,2.3,1.038,7.756,61.275,5.922,1.925,1.265,12.62,32.963,6.553,1113.65,3.162,9.939,5.526
72,07/08/2013 00:00,1.267,6.119,0.75,0.646,0.921,96.335,1285.7,1.112,2.313,1.042,7.757,61.22,5.904,1.931,1.257,12.727,32.963,6.513,1114.65,3.158,9.946,5.528
73,08/08/2013 00:00,1.26,6.121,0.747,0.644,0.92,96.645,1310.9,1.098,2.284,1.033,7.756,60.565,5.903,1.922,1.249,12.603,32.935,6.488,1108.2,3.135,9.836,5.539
74,09/08/2013 00:00,1.257,6.122,0.75,0.645,0.922,96.215,1311.8,1.087,2.272,1.029,7.756,60.345,5.85,1.921,1.244,12.618,32.943,6.498,1112.4,3.139,9.82,5.538
75,12/08/2013 00:00,1.263,6.122,0.752,0.647,0.926,97.065,1334.5,1.094,2.288,1.03,7.755,61.34,5.873,1.925,1.25,12.679,33.018,6.534,1115.25,3.155,9.893,5.551
76,13/08/2013 00:00,1.268,6.122,0.754,0.647,0.933,98.265,1321.8,1.099,2.314,1.034,7.755,61.435,5.89,1.933,1.256,12.739,33.081,6.547,1118.65,3.165,9.975,5.562
77,14/08/2013 00:00,1.27,6.12,0.754,0.645,0.935,98.055,1334.4,1.096,2.323,1.034,7.755,61.235,5.895,1.935,1.246,12.732,33.082,6.512,1118.15,3.173,9.978,5.566
78,15/08/2013 00:00,1.269,6.113,0.749,0.639,0.926,97.295,1363.5,1.094,2.339,1.03,7.754,61.285,5.907,1.932,1.239,12.822,32.901,6.503,1117.4,3.167,9.986,5.578
79,16/08/2013 00:00,1.27,6.115,0.75,0.64,0.923,97.58,1370.7,1.09,2.393,1.034,7.754,62.48,5.911,1.936,1.234,12.912,32.885,6.511,1114.85,3.177,10.091,5.591
80,19/08/2013 00:00,1.277,6.123,0.75,0.639,0.924,97.625,1364.9,1.097,2.413,1.035,7.755,63.795,5.914,1.953,1.239,13.08,32.979,6.509,1119.4,3.188,10.192,5.591
81,20/08/2013 00:00,1.274,6.125,0.745,0.638,0.917,97.295,1374.6,1.103,2.397,1.039,7.755,63.185,5.957,1.95,1.255,12.975,32.957,6.486,1115.9,3.151,10.16,5.596
82,21/08/2013 00:00,1.284,6.123,0.749,0.639,0.922,97.65,1371.1,1.114,2.454,1.048,7.755,64.945,6.079,1.978,1.273,13.268,33.154,6.57,1121.9,3.183,10.39,5.601
83,22/08/2013 00:00,1.282,6.121,0.749,0.642,0.923,98.785,1371.0,1.109,2.435,1.052,7.756,64.375,6.109,1.994,1.277,13.103,33.035,6.516,1120.6,3.181,10.27,5.614
84,23/08/2013 00:00,1.279,6.121,0.747,0.642,0.921,98.735,1397.4,1.108,2.351,1.05,7.756,64.09,6.016,1.994,1.281,12.958,33.039,6.5,1113.4,3.16,10.241,5.621
85,26/08/2013 00:00,1.281,6.121,0.748,0.642,0.922,98.445,1392.3,1.107,2.379,1.05,7.756,64.73,6.038,1.996,1.273,13.18,33.025,6.518,1114.15,3.165,10.326,5.631
86,27/08/2013 00:00,1.283,6.122,0.747,0.643,0.917,97.035,1420.1,1.113,2.37,1.048,7.756,66.9,6.019,2.039,1.283,13.233,33.171,6.488,1118.15,3.172,10.399,5.644
87,28/08/2013 00:00,1.275,6.12,0.75,0.644,0.922,97.705,1419.8,1.119,2.344,1.049,7.756,67.0,6.047,2.038,1.283,13.316,33.191,6.508,1113.65,3.209,10.312,5.649
88,29/08/2013 00:00,1.276,6.121,0.756,0.645,0.931,98.325,1411.2,1.121,2.36,1.054,7.755,67.49,6.098,2.036,1.291,13.345,33.217,6.592,1112.15,3.235,10.37,5.661
89,30/08/2013 00:00,1.275,6.12,0.757,0.645,0.93,98.175,1395.9,1.123,2.386,1.054,7.755,66.68,6.133,2.029,1.295,13.376,33.213,6.61,1110.9,3.23,10.28,5.671
90,02/09/2013 00:00,1.274,6.12,0.758,0.643,0.934,99.365,1390.7,1.111,2.378,1.054,7.754,66.75,6.081,2.02,1.276,13.332,33.386,6.601,1097.65,3.228,10.272,5.674
91,03/09/2013 00:00,1.278,6.121,0.759,0.643,0.937,99.565,1411.8,1.104,2.358,1.054,7.755,68.12,6.073,2.058,1.282,13.394,33.471,6.623,1102.5,3.245,10.327,5.691
92,04/09/2013 00:00,1.275,6.12,0.757,0.64,0.936,99.755,1387.1,1.091,2.36,1.049,7.755,66.225,6.062,2.051,1.265,13.309,33.329,6.595,1091.4,3.239,10.25,5.701
93,05/09/2013 00:00,1.281,6.12,0.762,0.641,0.945,100.165,1371.0,1.095,2.323,1.05,7.756,65.975,6.126,2.07,1.268,13.387,33.443,6.68,1097.9,3.281,10.236,5.7
94,06/09/2013 00:00,1.275,6.121,0.759,0.64,0.938,99.105,1387.5,1.089,2.306,1.041,7.756,64.7,6.062,2.051,1.25,13.174,33.283,6.624,1089.5,3.247,10.015,5.7
95,09/09/2013 00:00,1.269,6.121,0.754,0.637,0.932,99.605,1389.5,1.083,2.277,1.037,7.755,64.14,6.006,2.026,1.247,13.107,33.152,6.561,1081.9,3.223,9.955,5.703
96,10/09/2013 00:00,1.269,6.12,0.754,0.636,0.935,100.415,1362.5,1.074,2.285,1.035,7.755,63.775,5.917,2.015,1.24,13.077,32.946,6.546,1085.25,3.202,9.974,5.711
97,11/09/2013 00:00,1.266,6.119,0.751,0.632,0.931,99.915,1362.9,1.072,2.275,1.031,7.754,63.345,5.912,2.012,1.23,13.05,32.785,6.521,1082.65,3.166,9.869,5.721
98,12/09/2013 00:00,1.267,6.118,0.752,0.633,0.93,99.465,1331.8,1.079,2.278,1.032,7.754,63.675,5.882,2.029,1.229,13.066,32.644,6.518,1084.75,3.172,9.973,5.721
99,13/09/2013 00:00,1.271,6.119,0.752,0.63,0.93,99.375,1316.8,1.082,2.282,1.035,7.754,63.375,5.931,2.028,1.229,13.042,32.429,6.554,1086.0,3.161,9.931,5.726
100,16/09/2013 00:00,1.262,6.12,0.75,0.629,0.927,99.035,1318.1,1.073,2.284,1.032,7.754,63.235,5.908,2.004,1.223,12.935,32.324,6.514,1082.5,3.151,9.815,5.731
101,17/09/2013 00:00,1.259,6.122,0.749,0.629,0.926,99.145,1308.9,1.069,2.256,1.029,7.754,63.125,5.909,2.002,1.214,12.923,32.236,6.466,1082.9,3.157,9.807,5.741
102,18/09/2013 00:00,1.247,6.121,0.74,0.619,0.913,98.105,1297.0,1.053,2.184,1.023,7.754,61.445,5.824,1.947,1.197,12.662,31.785,6.373,1072.65,3.082,9.589,5.751
103,23/09/2013 00:00,1.25,6.121,0.741,0.623,0.911,98.785,1324.4,1.061,2.201,1.028,7.753,62.62,5.922,1.985,1.194,12.81,31.811,6.386,1073.4,3.132,9.843,5.771
104,24/09/2013 00:00,1.254,6.121,0.742,0.625,0.913,98.735,1314.5,1.065,2.202,1.03,7.754,62.735,5.973,1.998,1.208,12.948,31.884,6.404,1074.25,3.127,9.873,5.773
105,25/09/2013 00:00,1.255,6.12,0.739,0.622,0.91,98.465,1335.1,1.068,2.232,1.032,7.754,62.305,6.011,2.017,1.213,13.016,32.11,6.423,1075.65,3.119,9.991,5.771
106,26/09/2013 00:00,1.255,6.121,0.741,0.624,0.91,98.945,1324.2,1.068,2.244,1.031,7.754,61.775,5.979,2.023,1.206,13.067,32.325,6.419,1076.9,3.137,9.995,5.781
107,27/09/2013 00:00,1.257,6.12,0.739,0.619,0.906,98.26,1337.4,1.073,2.252,1.03,7.754,63.05,5.992,2.031,1.208,13.143,32.333,6.422,1075.4,3.12,10.093,5.793
108,30/09/2013 00:00,1.256,6.122,0.739,0.618,0.905,98.265,1324.8,1.072,2.217,1.031,7.756,62.605,6.012,2.019,1.204,13.096,32.385,6.425,1075.9,3.123,10.046,5.791
109,07/10/2013 00:00,1.248,6.122,0.737,0.622,0.903,96.625,1324.0,1.061,2.205,1.031,7.754,61.655,5.971,1.993,1.204,13.14,32.261,6.416,1071.65,3.09,10.008,5.818
110,08/10/2013 00:00,1.25,6.121,0.737,0.622,0.904,96.885,1323.1,1.061,2.209,1.037,7.754,62.06,5.974,1.989,1.206,13.222,32.405,6.434,1075.4,3.092,9.996,5.821
111,09/10/2013 00:00,1.25,6.121,0.739,0.627,0.91,97.365,1302.5,1.058,2.207,1.039,7.754,61.79,5.999,1.983,1.205,13.197,32.364,6.464,1075.65,3.104,9.959,5.821
112,10/10/2013 00:00,1.248,6.116,0.74,0.626,0.912,98.285,1296.7,1.058,2.18,1.04,7.755,61.075,6.039,1.977,1.208,13.104,32.189,6.508,1070.85,3.095,9.907,5.828
113,11/10/2013 00:00,1.246,6.121,0.738,0.627,0.912,98.55,1268.2,1.057,2.176,1.035,7.754,60.99,6.002,1.981,1.202,12.992,32.25,6.462,1071.15,3.094,9.894,5.831
114,14/10/2013 00:00,1.244,6.108,0.737,0.626,0.91,98.635,1278.9,1.054,2.178,1.035,7.755,61.23,5.978,1.982,1.198,13.009,32.28,6.459,1070.25,3.084,9.92,5.833
115,15/10/2013 00:00,1.244,6.103,0.739,0.625,0.912,98.2,1274.2,1.049,2.178,1.037,7.755,61.75,6.022,1.987,1.193,12.993,32.289,6.492,1068.5,3.086,9.97,5.839
116,16/10/2013 00:00,1.243,6.1,0.739,0.627,0.913,98.765,1279.9,1.046,2.179,1.033,7.755,61.325,5.995,1.972,1.187,12.843,32.069,6.481,1066.0,3.078,9.858,5.841
117,17/10/2013 00:00,1.24,6.098,0.731,0.619,0.903,97.865,1320.4,1.039,2.153,1.029,7.754,61.005,5.933,1.967,1.179,12.779,31.904,6.411,1060.2,3.048,9.825,5.851
118,18/10/2013 00:00,1.239,6.097,0.731,0.618,0.902,97.735,1312.6,1.033,2.171,1.029,7.753,61.245,5.9,1.968,1.179,12.852,31.858,6.412,1060.0,3.048,9.79,5.851
119,21/10/2013 00:00,1.242,6.093,0.731,0.62,0.902,98.165,1316.5,1.036,2.174,1.031,7.753,61.62,5.917,1.981,1.183,12.991,31.97,6.395,1062.65,3.052,9.842,5.851
120,23/10/2013 00:00,1.239,6.084,0.726,0.619,0.892,97.325,1331.9,1.039,2.188,1.038,7.753,61.6,5.919,1.975,1.191,12.999,31.757,6.371,1058.15,3.035,9.789,5.836
121,24/10/2013 00:00,1.237,6.082,0.725,0.617,0.892,97.315,1350.0,1.039,2.205,1.042,7.754,61.485,5.895,1.98,1.198,12.968,31.699,6.354,1062.25,3.029,9.754,5.868
122,25/10/2013 00:00,1.236,6.084,0.724,0.619,0.892,97.385,1346.7,1.043,2.188,1.045,7.754,61.445,5.893,1.985,1.208,12.881,31.783,6.317,1062.65,3.031,9.826,5.867
123,28/10/2013 00:00,1.237,6.086,0.725,0.62,0.896,97.655,1353.6,1.047,2.181,1.044,7.753,61.5,5.895,1.984,1.207,12.878,31.925,6.345,1061.25,3.034,9.827,5.89
124,29/10/2013 00:00,1.241,6.09,0.727,0.623,0.899,98.175,1345.2,1.054,2.185,1.047,7.753,61.465,5.897,1.991,1.21,12.929,32.111,6.38,1063.0,3.045,9.891,5.89
125,30/10/2013 00:00,1.24,6.094,0.729,0.624,0.899,98.455,1349.1,1.057,2.184,1.048,7.754,61.32,5.898,1.996,1.214,12.928,32.007,6.391,1059.9,3.045,9.946,5.905
126,31/10/2013 00:00,1.242,6.095,0.736,0.623,0.907,98.375,1322.8,1.058,2.24,1.043,7.753,62.22,5.944,1.997,1.211,13.023,32.069,6.48,1066.5,3.08,10.062,5.908
127,01/11/2013 00:00,1.243,6.1,0.741,0.628,0.912,98.63,1311.8,1.06,2.257,1.042,7.752,62.175,5.97,2.017,1.211,13.082,32.453,6.543,1062.15,3.113,10.19,5.93
128,04/11/2013 00:00,1.243,6.099,0.74,0.626,0.91,98.615,1312.9,1.052,2.247,1.043,7.752,61.99,5.948,2.016,1.207,12.994,32.357,6.51,1061.9,3.094,10.142,5.942
129,05/11/2013 00:00,1.243,6.097,0.742,0.623,0.913,98.525,1309.4,1.052,2.282,1.045,7.752,62.19,5.985,2.031,1.196,13.162,32.543,6.523,1063.15,3.107,10.228,5.953
130,06/11/2013 00:00,1.243,6.093,0.74,0.622,0.912,98.625,1316.3,1.05,2.286,1.042,7.752,62.465,5.953,2.034,1.194,13.171,32.387,6.495,1059.65,3.086,10.27,5.954
131,07/11/2013 00:00,1.245,6.091,0.745,0.621,0.916,98.135,1307.2,1.057,2.306,1.045,7.752,62.83,6.047,2.036,1.201,13.222,32.455,6.538,1065.5,3.127,10.305,5.943
132,08/11/2013 00:00,1.247,6.091,0.748,0.624,0.921,99.045,1283.9,1.065,2.314,1.048,7.752,63.34,6.135,2.038,1.212,13.17,32.672,6.581,1066.75,3.127,10.329,5.966
133,11/11/2013 00:00,1.249,6.091,0.746,0.626,0.919,99.185,1281.8,1.068,2.331,1.047,7.753,63.52,6.151,2.043,1.212,13.214,32.831,6.568,1073.15,3.142,10.387,5.972
